kd	vaggacode	bmc_chapter	vagga	vincode	pts_ref	bod_pages	pali_name	english_name	main_theme	subtopic	summary	rules_prohibitions	allowances	sc_brahmali	sc_horner
KD15	CV5		Culavagga	VIN-CV15.21	Vin.2.127–129	BD.5.176–179	Khuddakakkhandhaka	Minor Matters	Etiquette	Treading on Cloth	Rule against walking on white cloth unless asked for blessings.	Monks, you should not tread on a cloth carpeting. Whoever should tread on one, there is an offence of wrong-doing.	I allow you, monks, when being asked by householders for good luck’s sake, to tread on a cloth carpeting.	suttacentral.net/brahmali/kd15	suttacentral.net/horner/kd15
KD15	CV5		Culavagga	VIN-CV15.22	Vin.2.129–130	BD.5.179–180	Khuddakakkhandhaka	Minor Matters	Requisites	Miscellaneous (Visakha)	Miscellaneous allowances.	Monks, you should not make use of a (clay foot-) scrubber.	I allow, monks, a little jar and a broom... a fan and a palmyra-whisk.	suttacentral.net/brahmali/kd15	suttacentral.net/horner/kd15
KD15	CV5		Culavagga	VIN-CV15.23	Vin.2.130–131	BD.5.180–181	Khuddakakkhandhaka	Minor Matters	Requisites	Fans/Sunshades	Rules on fans and sunshades.	Monks, a chowry-fan should not be used... Monks, a sunshade should not be used. Whoever should use one, there is an offence of wrong-doing.	I allow, monks, three (kinds of) fans... I allow, monks, a sunshade to be used in a monastery and monastery precincts both by one who is ill and by one who is not ill.	suttacentral.net/brahmali/kd15	suttacentral.net/horner/kd15
KD15	CV5		Culavagga	VIN-CV15.24	Vin.2.131–132	BD.5.181–183	Khuddakakkhandhaka	Minor Matters	Requisites	Walking staffs	Staffs allowed only for the sick.	Monks, a walking staff with string on it should not be carried.	I allow you, monks, to give an agreement as to a walking staff to a monk who is ill.	suttacentral.net/brahmali/kd15	suttacentral.net/horner/kd15
KD15	CV5		Culavagga	VIN-CV15.25	Vin.2.132	BD.5.183	Khuddakakkhandhaka	Minor Matters	Food	Rumination	Allowance for a specific monk; general prohibition on eating regurgitated food.	But, monks, one should not eat (anything), having brought it back from the mouth to outside of it.	I allow, monks, rumination for a ruminator.	suttacentral.net/brahmali/kd15	suttacentral.net/horner/kd15
KD15	CV5		Culavagga	VIN-CV15.27	Vin.2.133–135	BD.5.184–187	Khuddakakkhandhaka	Minor Matters	Grooming	Nails/Hair	Detailed grooming rules.	Monks, long nails should not be worn... you should not have your twenty (nails) polished... you should not have your beards trimmed... you should not have the hair of your bodies removed... you should not have grey hairs taken out.	I allow, monks, cutting of the nails... a razor, a whetstone... tweezers... an instrument for removing dirt from the ears.	suttacentral.net/brahmali/kd15	suttacentral.net/horner/kd15
KD15	CV5		Culavagga	VIN-CV15.27	Cv.V.27, 31	BMC II Ch1	Khuddakakkhandhaka	Miscellany	Grooming	Nails/Teeth	Hygiene rules for nails and teeth cleaning.	Long toenails/fingernails should not be worn... tooth-wood should not be chewed (too long).	Allowed: To cut nails down to the flesh... to chew tooth-wood (up to 8 fingerbreadths).	suttacentral.net/brahmali/kd15	suttacentral.net/horner/kd15
KD15	CV5		Culavagga	VIN-CV15.28	Vin.2.135–136	BD.5.187–188	Khuddakakkhandhaka	Minor Matters	Requisites	Hoarding/Cushions	Prohibition on hoarding metal; allowance for bandages.	Monks, a store of copper goods, of bronze goods should not be made... Monks, you should not sit down lolling on outer cloaks.	I allow, monks, a bandage... a loom.	suttacentral.net/brahmali/kd15	suttacentral.net/horner/kd15
KD15	CV5		Culavagga	VIN-CV15.29	Vin.2.136–137	BD.5.188–190	Khuddakakkhandhaka	Minor Matters	Dress	Waistbands/Buttons	Rules on belts and fasteners.	Monks, you should not enter a village without your waistband... various kinds of waistbands should not be worn... various kinds of buckles should not be worn.	I allow, monks, a waistband... a buckle.	suttacentral.net/brahmali/kd15	suttacentral.net/horner/kd15
KD15	CV5		Culavagga	VIN-CV15.3	Vin.2.108	BD.5.145–146	Khuddakakkhandhaka	Minor Matters	Chanting	Singing Dhamma	Prohibition on singing style; allowance for chanting.	Monks, dhamma should not be sung with a long-drawn plain-song sound. Whoever should (so) sing it, there is an offence of wrong-doing.	I allow intoning.	suttacentral.net/brahmali/kd15	suttacentral.net/horner/kd15
KD15	CV5		Culavagga	VIN-CV15.31	Vin.2.138	BD.5.192–193	Khuddakakkhandhaka	Minor Matters	Grooming	Nails/Teeth	Mandatory tooth cleaning stick.	Monks, there are these five disadvantages in not chewing tooth-wood... Monks, a long piece of tooth-wood should not be chewed.	I allow, monks, tooth-wood... to be eight finger breadths (in length) at the most.	suttacentral.net/brahmali/kd15	suttacentral.net/horner/kd15
KD15	CV5		Culavagga	VIN-CV15.32	Vin.2.138–139	BD.5.193	Khuddakakkhandhaka	Minor Matters	Conduct	Trees/Fire	Safety rules regarding fire and trees.	Monks, a forest should not be set on fire... Monks, a tree should not be climbed.	I allow you, monks, if a forest fire is burning, to make a counter-fire... to climb a tree to the height of a man, and as high as you like in cases of distress.	suttacentral.net/brahmali/kd15	suttacentral.net/horner/kd15
KD15	CV5		Culavagga	VIN-CV15.33	Vin.2.139	BD.5.193–194	Khuddakakkhandhaka	Minor Matters	Chanting	Dialect/Metre	Prohibition on Sanskrit verse; instruction to use one's own dialect.	Monks, the speech of the Awakened One should not be given in metrical form. Whoever should (so) give it, there is an offence of wrong-doing.	I allow you, monks, to learn the speech of the Awakened One according to his own dialect.	suttacentral.net/brahmali/kd15	suttacentral.net/horner/kd15
KD15	CV5		Culavagga	VIN-CV15.33.2	Vin.2.139–140	BD.5.194–195	Khuddakakkhandhaka	Minor Matters	Learning	Metaphysics/Worldly Knowledge	Prohibition on learning non-Buddhist arts (Lokayata).	Monks, metaphysics should not be learnt... Monks, worldly knowledge should not be learnt.	(None explicit in this section)	suttacentral.net/brahmali/kd15	suttacentral.net/horner/kd15
KD15	CV5		Culavagga	VIN-CV15.33.3	Vin.2.140	BD.5.195	Khuddakakkhandhaka	Minor Matters	Etiquette	Sneezing	Rules on responding to sneezes.	Monks, ‘Long life’ should not be said to one who has sneezed.	I allow you, monks, when (the phrase) ‘May you live (long), honoured sirs’ is being spoken to you by householders to say, ‘Long life’ (to them).	suttacentral.net/brahmali/kd15	suttacentral.net/horner/kd15
KD15	CV5		Culavagga	VIN-CV15.34	Vin.2.140	BD.5.195–196	Khuddakakkhandhaka	Minor Matters	Food	Garlic	Prohibition on garlic.	Monks, garlic should not be eaten. Whoever should eat it, there is an offence of wrong-doing.	I allow you, monks, to eat garlic in the case of illness.	suttacentral.net/brahmali/kd15	suttacentral.net/horner/kd15
KD15	CV5		Culavagga	VIN-CV15.35	Vin.2.141–142	BD.5.196–197	Khuddakakkhandhaka	Minor Matters	Bathroom	Toilet	Detailed rules for urinals and latrines.	(None explicit in this section)	I allow you monks, to relieve yourselves at one side... I allow you, monks, a vessel... urinal shoes.	suttacentral.net/brahmali/kd15	suttacentral.net/horner/kd15
KD15	CV5		Culavagga	VIN-CV15.37	Vin.2.143	BD.5.198	Khuddakakkhandhaka	Minor Matters	Requisites	Materials	General allowances for materials.	(None explicit in this section)	I allow, monks, all copper goods except a weapon; all wooden goods except a sofa, a divan, a wooden bowl, wooden shoes; all clay goods except a (clay-foot-) scrubber and a large earthen vessel.	suttacentral.net/brahmali/kd15	suttacentral.net/horner/kd15
KD15	CV5		Culavagga	VIN-CV15.4	Vin.2.108	BD.5.146	Khuddakakkhandhaka	Minor Matters	Dress	Wool	Prohibition on specific wool garments.	Monks, woollen clothes with the fleece outside should not be worn. Whoever should wear them, there is an offence of wrong-doing.	(None explicit in this section)	suttacentral.net/brahmali/kd15	suttacentral.net/horner/kd15
KD15	CV5		Culavagga	VIN-CV15.5	Vin.2.108–109	BD.5.146–147	Khuddakakkhandhaka	Minor Matters	Food	Fruit	Rules for making fruit allowable (kappiya).	Monks, mangoes should not be made use of. Whoever should make use of them, there is an offence of wrong-doing.	I allow you, monks, to make use of fruit that in five ways is allowable for recluses: if it is damaged by fire, damaged by a knife, damaged by (one’s) nail, if it is seedless, and the fifth is if the seeds are discharged.	suttacentral.net/brahmali/kd15	suttacentral.net/horner/kd15
KD15	CV5		Culavagga	VIN-CV15.5	Cv.V.5	BMC II Ch4	Khuddakakkhandhaka	Miscellany	Food	Fruit	Rules for "kappiya" (making fruit allowable) to distinguish monks from laypeople who harvest freely.	Mangoes should not be consumed (unless made allowable).	Allowed: To consume fruit made allowable in five ways: damaged by fire, knife, nail, seedless, or seeds removed.	suttacentral.net/brahmali/kd15	suttacentral.net/horner/kd15
KD15	CV5		Culavagga	VIN-CV15.6	Vin.2.109–110	BD.5.147–149	Khuddakakkhandhaka	Minor Matters	Medicines	Snake bite/Blood letting	Allowance for Paritta chanting and medical blood-letting.	(None explicit in this section)	I allow you... to make a charm for the self for self-protection (Paritta); I allow you, monks, to let blood.	suttacentral.net/brahmali/kd15	suttacentral.net/horner/kd15
KD15	CV5		Culavagga	VIN-CV15.7	Vin.2.110	BD.5.149	Khuddakakkhandhaka	Minor Matters	Discipline	Self-mutilation	Prohibition on castration.	Monks, one should not cut off one’s own male organ. Whoever should cut it off, there is a grave offence.	(None explicit in this section)	suttacentral.net/brahmali/kd15	suttacentral.net/horner/kd15
KD15	CV5		Culavagga	VIN-CV15.8	Cv.V.8	BMC II Ch3	Khuddakakkhandhaka	Miscellany	Requisites	Bowls	Prohibition on luxury (gold/silver) or wooden bowls; standardization of bowl materials.	A wooden bowl is not to be used. It is an offense of wrong doing.	Allowed: Two kinds of bowls: iron and clay.	suttacentral.net/brahmali/kd15	suttacentral.net/horner/kd15
KD15	CV5		Culavagga	VIN-CV15.8.2	Vin.2.112	BD.5.151–152	Khuddakakkhandhaka	Minor Matters	Discipline	Displaying miracles (Pindola)	Prohibition on showing off psychic powers (after Pindola levitated).	Monks, a condition of further-men, a wonder of psychic power is not to be exhibited to householders. Whoever should exhibit them, there is an offence of wrong-doing.	(None explicit in this section)	suttacentral.net/brahmali/kd15	suttacentral.net/horner/kd15
KD15	CV5		Culavagga	VIN-CV15.8.2	Vin.2.112	BD.5.152	Khuddakakkhandhaka	Minor Matters	Requisites	Bowls	Prohibition on expensive/wooden bowls.	Monks, a wooden bowl should not be used. Whoever should use one, there is an offence of wrong-doing; Monks, a bowl made of gold should not be used...	I allow you, monks, two (kinds of) bowls: an iron bowl, a clay bowl.	suttacentral.net/brahmali/kd15	suttacentral.net/horner/kd15
KD15	CV5		Culavagga	VIN-CV15.9	Cv.V.9	BMC II Ch3	Khuddakakkhandhaka	Miscellany	Requisites	Bowl Care	Practical rules to prevent rusting or breaking the alms bowl.	A bowl should not be left in the sun with water in it... should not be left on a hard surface.	Allowed: To dry the bowl in the sun for a short time... to use a bowl stand.	suttacentral.net/brahmali/kd15	suttacentral.net/horner/kd15
KD15	CV5		Culavagga	VIN-CV15.9.3	Vin.2.112–113	BD.5.153–154	Khuddakakkhandhaka	Minor Matters	Requisites	Bowl Care	Rules for washing and drying bowls.	Monks, a bowl should not be put away with water in it... A bowl should not be laid aside in the heat...	I allow you, monks, to put away a bowl having dried it in the sun.	suttacentral.net/brahmali/kd15	suttacentral.net/horner/kd15
KD15	CV5		Culavagga	VIN-CV15.9.4	Vin.2.113–115	BD.5.154–156	Khuddakakkhandhaka	Minor Matters	Requisites	Bowl Storage	Rules to prevent breaking bowls.	Monks, a bowl should not be laid aside at the edge of a solid bench... a bowl should not be hung up... should not be laid aside on a couch... on a lap... in a sunshade... a door should not be opened when one has a bowl in one’s hand.	I allow you, monks, a little prop for bowls; I allow you, monks, a bowl-stand... a bag for bowls... a strap at the edge, a thread for tying.	suttacentral.net/brahmali/kd15	suttacentral.net/horner/kd15
KD16	CV6		Culavagga	VIN-CV16.1	Vin.2.146–147	BD.5.204–205	Senāsanakkhandhaka	Lodgings	Dwellings	Allowance for Abodes	Initial allowance for built lodgings.	(None explicit in this section)	I allow, monks, five (kinds of) abodes: a dwelling-place, a curved house, a long house, a mansion, a cave.	suttacentral.net/brahmali/kd16	suttacentral.net/horner/kd16
KD16	CV6		Culavagga	VIN-CV16.1	Cv.VI.1	BMC II Ch6	Senāsanakkhandhaka	Lodgings	Dwellings	Five Abodes	The Buddha allows monks to use built lodgings (accepted from Anathapindika).	(None explicit)	Allowed: Five kinds of dwellings: a vihara, a curved house, a long house, a mansion, a cave.	suttacentral.net/brahmali/kd16	suttacentral.net/horner/kd16
KD16	CV6		Culavagga	VIN-CV16.10	Vin.2.165–166	BD.5.230–232	Senāsanakkhandhaka	Lodgings	Etiquette	Eating/Illness	Rules on displacing monks during meals or sickness.	Monks, a monk should not turn (another) away while a meal is yet unfinished... Monks, one who is ill should not be turned away... Monks, a lodging should not be reserved on (some slight) pretext.	I allow you, monks, to give a suitable sleeping place to one who is ill.	suttacentral.net/brahmali/kd16	suttacentral.net/horner/kd16
KD16	CV6		Culavagga	VIN-CV16.11	Vin.2.166–167	BD.5.232–234	Senāsanakkhandhaka	Lodgings	Administration	Assignment	Procedures for assigning rooms.	Monks, a monk should not be thrown out of a dwelling-place belonging to an Order by one who is angry, displeased.	I allow you, monks, to assign lodgings... I allow you, monks, to agree upon a monk... as assigner of lodgings.	suttacentral.net/brahmali/kd16	suttacentral.net/horner/kd16
KD16	CV6		Culavagga	VIN-CV16.11	Cv.VI.11, 21	BMC II Ch18	Senāsanakkhandhaka	Lodgings	Administration	Officials	Establishing Sangha officials to manage property fairness.	(None explicit)	Allowed: To appoint a lodging-assigner, a meals-distributor, a storekeeper, a robe-receiver...	suttacentral.net/brahmali/kd16	suttacentral.net/horner/kd16
KD16	CV6		Culavagga	VIN-CV16.12	Vin.2.168	BD.5.235–236	Senāsanakkhandhaka	Lodgings	Administration	Tenure	Limit on reserving rooms.	Monks, two (lodgings) should not be reserved by one (monk).	I allow you, monks, to reserve it for the three months of the rains but not to reserve it for the dry season.	suttacentral.net/brahmali/kd16	suttacentral.net/horner/kd16
KD16	CV6		Culavagga	VIN-CV16.13	Vin.2.168–169	BD.5.236–237	Senāsanakkhandhaka	Lodgings	Etiquette	Teaching/Seating	Etiquette for Dhamma teaching and seating.	(None explicit in this section)	I allow you, monks, when a newly ordained monk is reciting to sit down on a seat that is the same (height)... I allow you, monks, to sit down with those entitled to seats of an equal (height).	suttacentral.net/brahmali/kd16	suttacentral.net/horner/kd16
KD16	CV6		Culavagga	VIN-CV16.14	Cv.VI.14	BMC II Ch7	Senāsanakkhandhaka	Lodgings	Administration	Inalienable Goods	Prohibition on selling or giving away heavy assets like land, buildings, and furniture.	Heavy articles (garubhanda) belonging to the Community should not be disposed of. It is a Thullaccaya offense.	(None explicit)	suttacentral.net/brahmali/kd16	suttacentral.net/horner/kd16
KD16	CV6		Culavagga	VIN-CV16.15	Vin.2.170–171	BD.5.238–239	Senāsanakkhandhaka	Lodgings	Administration	Commmunal Property (Disposal)	Heavy property cannot be alienated.	Monks, these five things not to be disposed of should not be disposed of by an Order or by a group or by an individual—even if disposed of they are not (really) disposed of. Whoever should dispose of them, there is a grave offence. (Monastery, land, furniture, tools, building materials).	(None explicit in this section)	suttacentral.net/brahmali/kd16	suttacentral.net/horner/kd16
KD16	CV6		Culavagga	VIN-CV16.16	Vin.2.171–172	BD.5.239–241	Senāsanakkhandhaka	Lodgings	Administration	Commmunal Property (Division)	Heavy property cannot be shared out.	Monks, these five things not to be divided up should not be divided up... Whoever should divide them up, there is a grave offence.	(None explicit in this section)	suttacentral.net/brahmali/kd16	suttacentral.net/horner/kd16
KD16	CV6		Culavagga	VIN-CV16.2	Vin.2.148–149	BD.5.206–208	Senāsanakkhandhaka	Lodgings	Dwellings	Construction	Allowances for doors, windows, and security.	(None explicit in this section)	I allow, monks, a door... a doorpost and lintel... a bolt... a keyhole... three (kinds of) windows... drapery... shutters.	suttacentral.net/brahmali/kd16	suttacentral.net/horner/kd16
KD16	CV6		Culavagga	VIN-CV16.2	Cv.VI.2	BMC II Ch6	Senāsanakkhandhaka	Lodgings	Furniture	Beds/Chairs	Allowances for simple furniture; ban on luxurious high beds.	High beds should not be used.	Allowed: A rectangular chair, a straw chair, a bench... bunk beds (if the upper bunk has a railing).	suttacentral.net/brahmali/kd16	suttacentral.net/horner/kd16
KD16	CV6		Culavagga	VIN-CV16.2.3	Vin.2.149–150	BD.5.208–210	Senāsanakkhandhaka	Lodgings	Furniture	Beds/Chairs	Allowances for furniture; prohibition on high beds.	Monks, you should not lie down to sleep on high couches.	I allow, monks, a rectangular chair... a straw chair... supports for the couches.	suttacentral.net/brahmali/kd16	suttacentral.net/horner/kd16
KD16	CV6		Culavagga	VIN-CV16.21	Vin.2.175–177	BD.5.246–249	Senāsanakkhandhaka	Lodgings	Administration	Officials	Establishment of Sangha officials.	(None explicit in this section)	I allow you, monks, to agree upon... an issuer of meals... assigner of lodgings... keeper of the storeroom... superintendent of monastery attendants.	suttacentral.net/brahmali/kd16	suttacentral.net/horner/kd16
KD16	CV6		Culavagga	VIN-CV16.3	Vin.2.151–152	BD.5.211–213	Senāsanakkhandhaka	Lodgings	Dwellings	Painting	Rules on painting and decoration.	Monks, you should not have a bold design made with figures of women, figures of men.	I allow, monks, whitewash, black colouring, red chalk... wreath-work, creeper-work.	suttacentral.net/brahmali/kd16	suttacentral.net/horner/kd16
KD16	CV6		Culavagga	VIN-CV16.3.11	Vin.2.154	BD.5.216	Senāsanakkhandhaka	Lodgings	Dwellings	Roofing	Allowances for roof materials.	(None explicit in this section)	I allow, monks, five (kinds of) roofings: a roofing of tiles, a roofing of stones, a roofing of plaster, a roofing of tiṇa-grass, a roofing of leaves.	suttacentral.net/brahmali/kd16	suttacentral.net/horner/kd16
KD16	CV6		Culavagga	VIN-CV16.3.3	Vin.2.152–154	BD.5.213–216	Senāsanakkhandhaka	Lodgings	Dwellings	Architecture	Allowances for various rooms and structures.	(None explicit in this section)	I allow, monks, a balustrade... a curtain... three (kinds of) inner rooms... a verandah, a covered terrace... an assembly hall... a hall for the drinking water.	suttacentral.net/brahmali/kd16	suttacentral.net/horner/kd16
KD16	CV6		Culavagga	VIN-CV16.5	Vin.2.159–162	BD.5.223–227	Senāsanakkhandhaka	Lodgings	Administration	Repairs/Seniority	Seniority applies to persons, not to reserving communal property.	Monks, what belongs to an Order should not be reserved according to seniority.	I allow you, monks, to put repairs in charge (of a monk); I allow, monks, greeting... the best seat... according to seniority.	suttacentral.net/brahmali/kd16	suttacentral.net/horner/kd16
KD16	CV6		Culavagga	VIN-CV16.6	Cv.VI.6	BMC II Ch8	Senāsanakkhandhaka	Lodgings	Administration	Seniority	Communal property cannot be hogged by elders, but personal respect is paid by seniority (Partridge Jataka).	Lodgings belonging to the Community should not be preempted by seniority.	Allowed: To respect seniority in greeting, rising, and seats (personal etiquette).	suttacentral.net/brahmali/kd16	suttacentral.net/horner/kd16
KD16	CV6		Culavagga	VIN-CV16.6.5	Vin.2.162–163	BD.5.227–228	Senāsanakkhandhaka	Lodgings	Administration	Greeting	Rules on who gets bowed to.	Monks, there are these ten who are not to be greeted... These three, monks, are to be greeted.	(None explicit in this section)	suttacentral.net/brahmali/kd16	suttacentral.net/horner/kd16
KD16	CV6		Culavagga	VIN-CV16.8	Vin.2.163–164	BD.5.228–229	Senāsanakkhandhaka	Lodgings	Furniture	Lay Furniture	Use of lay luxury furniture.	(None explicit in this section)	I allow you, monks, except for the three: a sofa, a divan, a cotton quilt, to sit down on what is displayed by householders, but not to lie down on it.	suttacentral.net/brahmali/kd16	suttacentral.net/horner/kd16
KD17	CV7		Culavagga	VIN-CV17.3	Cv.VII.3	BMC II Ch21	Saṅghabhedakkhandhaka	Schism	Devadatta	The Five Points	Narrative of Devadatta trying to enforce stricter asceticism to split the Sangha.	(None explicit)	(The Buddha rejects Devadatta's 5 points: dwelling in forests, begging food, wearing rag-robes, living at tree roots, vegetarianism).	suttacentral.net/brahmali/kd17	suttacentral.net/horner/kd17
KD17	CV7		Culavagga	VIN-CV17.3.15	Vin.2.196–197	BD.5.276–277	Saṅghabhedakkhandhaka	Schism	Devadatta	Five Points	Devadatta's proposal.	Enough, Devadatta... Whoever wishes, let him be a forest-dweller; whoever wishes, let him stay in the neighbourhood of a village...	(Rejection of Devadatta's 5 points).	suttacentral.net/brahmali/kd17	suttacentral.net/horner/kd17
KD17	CV7		Culavagga	VIN-CV17.3.16	Vin.2.198	BD.5.277–278	Saṅghabhedakkhandhaka	Schism	Devadatta	Schism definition	Warning against schism.	(None explicit in this section)	Enough, Devadatta, do not let there be a schism in the Order, for a schism in the Order is a serious matter.	suttacentral.net/brahmali/kd17	suttacentral.net/horner/kd17
KD17	CV7		Culavagga	VIN-CV17.5	Vin.2.203–204	BD.5.285–286	Saṅghabhedakkhandhaka	Schism	Definitions	Dissension vs Schism	Quantitative definition of schism.	(None explicit in this section)	If, Upāli, there is one on one side and two on another... this, Upāli, is dissension in an Order but not schism in an Order... Dissension in an Order, Upāli, as well as schism in an Order is (due to there being) nine or more than nine.	suttacentral.net/brahmali/kd17	suttacentral.net/horner/kd17
KD17	CV7		Culavagga	VIN-CV17.5	Cv.VII.5	BMC II Ch21	Saṅghabhedakkhandhaka	Schism	Definitions	Schism vs Dissension	Technical definition: Schism requires at least 9 fully ordained monks; dissension requires fewer.	(None explicit)	Upali, a schism in the Community is defined by nine or more (bhikkhus)...	suttacentral.net/brahmali/kd17	suttacentral.net/horner/kd17
KD18	CV8		Culavagga	VIN-CV18.1	Vin.2.207–210	BD.5.291–295	Vattakkhandhaka	Duties	Hosting/visiting	Incoming Bhikkhu	Detailed arrival protocol.	(None explicit in this section)	Monks, an incoming monk, thinking, ‘I will now enter a monastery,’ having taken off his sandals... should enter the monastery carefully and unhurriedly.	suttacentral.net/brahmali/kd18	suttacentral.net/horner/kd18
KD18	CV8		Culavagga	VIN-CV18.1	Cv.VIII.1	BMC II Ch9	Vattakkhandhaka	Duties	Hosting/visiting	Incoming Bhikkhu	The "Wat" (duties) for a monk arriving at a new monastery.	(None explicit)	He should take off his sandals... lower his umbrella... ask about drinking water... ask which lodging is his.	suttacentral.net/brahmali/kd18	suttacentral.net/horner/kd18
KD18	CV8		Culavagga	VIN-CV18.11	Vin.2.222–231	BD.5.311–321	Vattakkhandhaka	Duties	Teachers	Preceptors/Pupils	Teacher-student duties.	(None explicit in this section)	The one who shares a cell, monks, should conduct himself properly towards the preceptor... (detailed service duties).	suttacentral.net/brahmali/kd18	suttacentral.net/horner/kd18
KD18	CV8		Culavagga	VIN-CV18.11	Cv.VIII.11	BMC II Ch9	Vattakkhandhaka	Duties	Teachers	Preceptor/Pupil	The detailed service duties (Upaṭṭhāka) between teacher and student.	The pupil should treat the preceptor with respect... offer tooth-wood... receive the bowl.	(Reciprocal duties: the preceptor must teach and care for the pupil).	suttacentral.net/brahmali/kd18	suttacentral.net/horner/kd18
KD18	CV8		Culavagga	VIN-CV18.2	Vin.2.210–211	BD.5.295–296	Vattakkhandhaka	Duties	Hosting/visiting	Resident Monks	Protocol for hosting.	(None explicit in this section)	Monks, when a resident monk has seen an incoming monk who is senior, he should appoint a seat...	suttacentral.net/brahmali/kd18	suttacentral.net/horner/kd18
KD18	CV8		Culavagga	VIN-CV18.2	Cv.VIII.2	BMC II Ch9	Vattakkhandhaka	Duties	Hosting/visiting	Resident Bhikkhu	The duties of a resident monk in receiving a guest.	(None explicit)	If the senior is the arrival, the resident should prepare a seat... take the bowl and robe... offer water.	suttacentral.net/brahmali/kd18	suttacentral.net/horner/kd18
KD18	CV8		Culavagga	VIN-CV18.3	Vin.2.211–212	BD.5.296–297	Vattakkhandhaka	Duties	Hosting/visiting	Departing Bhikkhu	Protocol for leaving.	(None explicit in this section)	Monks, when a monk is going away, having packed away his wooden goods... he may set out having asked (for permission) as to his lodgings.	suttacentral.net/brahmali/kd18	suttacentral.net/horner/kd18
KD18	CV8		Culavagga	VIN-CV18.3	Cv.VIII.3	BMC II Ch9	Vattakkhandhaka	Duties	Hosting/visiting	Departing Bhikkhu	The duties of a monk when leaving a dwelling (securing property).	(None explicit)	He should put away wooden articles... close windows and doors... ask permission (if anyone is present).	suttacentral.net/brahmali/kd18	suttacentral.net/horner/kd18
KD18	CV8		Culavagga	VIN-CV18.4	Vin.2.212–215	BD.5.297–301	Vattakkhandhaka	Duties	Refectory	Eating	Table manners.	He should not sit down amid the houses encroaching (on the space intended) for monks who are elders... he should not sit down amid the houses having spread out his outer cloak.	I allow you, monks, to give thanks in a refectory.	suttacentral.net/brahmali/kd18	suttacentral.net/horner/kd18
KD18	CV8		Culavagga	VIN-CV18.4	Cv.VIII.4	BMC II Ch9	Vattakkhandhaka	Duties	Food	Refectory Duties	Etiquette for eating in a communal hall (seating, serving, cleaning).	A bhikkhu should not sit encroaching on the elders... should not reject the new monks.	Allowed: To give thanks (anumodana) in the refectory.	suttacentral.net/brahmali/kd18	suttacentral.net/horner/kd18
KD18	CV8		Culavagga	VIN-CV18.5	Vin.2.215–216	BD.5.301–303	Vattakkhandhaka	Duties	Alms	Almsround	Almsround protocol.	He should not enter too hastily, he should not leave too hastily...	Monks, if a monk when he is walking for almsfood thinks: ‘I will enter this village,’ having dressed himself... he may enter the village carefully and unhurriedly.	suttacentral.net/brahmali/kd18	suttacentral.net/horner/kd18
KD18	CV8		Culavagga	VIN-CV18.5	Cv.VIII.5	BMC II Ch9	Vattakkhandhaka	Duties	Alms	Almsround	Etiquette for collecting almsfood (Pindapata).	He should be properly clad... eyes downcast... not swaying the body...	(Detailed protocol for entering the village, accepting food, and returning).	suttacentral.net/brahmali/kd18	suttacentral.net/horner/kd18
KD18	CV8		Culavagga	VIN-CV18.6	Vin.2.217	BD.5.303–305	Vattakkhandhaka	Duties	Forest Monks	Forest Monks	Forest survival duties.	(None explicit in this section)	Monks, a monk who is a forest-dweller... should set out drinking water... he should learn the positions of the lunar mansions.	suttacentral.net/brahmali/kd18	suttacentral.net/horner/kd18
KD18	CV8		Culavagga	VIN-CV18.7	Vin.2.217–220	BD.5.305–308	Vattakkhandhaka	Duties	Lodgings	Cleaning	Cleaning protocol.	He should not beat the lodgings near monks... he should beat the lodgings to leeward.	In whatever dwelling-place he is staying, if that dwelling-place is soiled, he should, if he is able, clean it.	suttacentral.net/brahmali/kd18	suttacentral.net/horner/kd18
KD18	CV8		Culavagga	VIN-CV18.8	Vin.2.220–221	BD.5.308–309	Vattakkhandhaka	Duties	Bathroom	Sauna	Sauna etiquette.	Monks, on being hindered in (your use of) a bathroom by monks who are elders, having out of disrespect brought a quantity of sticks, a fire should not be made... nor, monks, having closed a doorway, should you sit down in the doorway.	Whoever goes first to a bathroom, if ashes have accumulated, should throw out the ashes.	suttacentral.net/brahmali/kd18	suttacentral.net/horner/kd18
KD18	CV8		Culavagga	VIN-CV18.9–10	Vin.2.221–222	BD.5.309–311	Vattakkhandhaka	Duties	Bathroom	Toilet	Toilet etiquette.	Monks, if there is water you should not not rinse after relieving yourselves. Whoever should not rinse, there is an offence of wrong-doing; Monks, you should not relieve yourselves in a privy according to seniority.	I allow, you monks, to relieve yourselves according to the order of arrival; Whoever goes to a privy, standing outside should cough...	suttacentral.net/brahmali/kd18	suttacentral.net/horner/kd18
KD19	CV9		Culavagga	VIN-CV19.2	Vin.2.240–241	BD.5.336	Pātimokkhaṭṭhapanakkhandhaka	Pātimokkha	Suspension	Suspension	Authority to suspend Pātimokkha.	Nor, monks, should the Pātimokkha be heard by one who has an offence. Whoever (such) should hear it, there is an offence of wrong-doing.	I allow you, monks, to suspend the Pātimokkha for him who, having an offence, hears the Pātimokkha.	suttacentral.net/brahmali/kd19	suttacentral.net/horner/kd19
